"","age","balance","day","duration","campaign","pdays","previous","y"
"44787",68,2027,14,404,2,91,4,"yes"
"28473",60,615,29,130,1,-1,0,"no"
"42849",72,2600,3,443,2,82,3,"yes"
"22229",57,1401,21,91,22,-1,0,"no"
"31919",39,399,9,504,1,-1,0,"no"
"24389",33,685,17,53,1,-1,0,"no"
"38361",58,781,15,74,2,-1,0,"no"
"23172",50,0,27,52,3,-1,0,"no"
"42479",64,43,10,232,1,-1,0,"yes"
"11028",38,1610,17,76,6,-1,0,"no"
"2525",42,5,13,853,1,-1,0,"no"
"31760",49,519,8,98,1,-1,0,"no"
"39494",34,5086,25,213,4,-1,0,"yes"
"24938",41,275,18,82,2,-1,0,"no"
"3587",31,-720,15,112,2,-1,0,"no"
"12258",55,77,23,364,2,-1,0,"no"
"45172",33,690,10,223,3,555,16,"no"
"14662",25,534,15,167,7,-1,0,"no"
"21038",49,322,14,356,2,-1,0,"no"
"9700",46,2215,6,222,2,-1,0,"no"
"11261",54,45,18,142,20,-1,0,"no"
"38243",59,2345,15,399,1,-1,0,"no"
"39133",34,392,18,180,3,360,1,"no"
"35158",34,2679,7,195,1,-1,0,"no"
"42235",33,386,12,253,1,92,4,"yes"
"30757",49,183,6,257,2,-1,0,"no"
"6487",26,557,27,282,2,-1,0,"no"
"19246",33,2915,6,126,2,-1,0,"no"
"27883",37,723,28,39,1,-1,0,"no"
"16799",53,290,24,303,3,-1,0,"no"
"39855",53,2240,2,282,2,385,1,"yes"
"12626",31,46,4,126,4,-1,0,"no"
"37166",50,246,13,234,2,299,5,"no"
"15531",28,-193,18,580,7,-1,0,"no"
"19763",31,18,8,82,2,-1,0,"no"
"13703",32,983,10,121,1,-1,0,"no"
"1830",34,610,9,316,3,-1,0,"no"
"21709",32,60,19,153,7,-1,0,"no"
"35397",35,2227,7,219,1,-1,0,"no"
"28733",42,308,30,114,2,-1,0,"no"
"24219",45,582,17,148,1,-1,0,"no"
"11624",45,-198,19,130,25,-1,0,"no"
"20292",41,456,11,734,4,-1,0,"yes"
"29979",27,911,4,471,2,-1,0,"no"
"25795",45,1066,19,124,2,-1,0,"no"
"15143",38,37,17,96,1,-1,0,"no"
"22396",32,334,22,944,14,-1,0,"no"
"26637",37,459,20,109,4,-1,0,"no"
"20312",30,1191,11,381,4,-1,0,"no"
"14159",55,642,11,232,2,-1,0,"no"
"19664",31,319,7,446,1,-1,0,"no"
"9204",53,1554,5,138,1,-1,0,"no"
"4620",31,5058,20,157,1,-1,0,"no"
"12669",32,4805,4,138,3,-1,0,"no"
"33561",22,890,20,294,2,-1,0,"no"
"11867",45,186,20,554,2,-1,0,"no"
"39702",24,192,27,424,1,-1,0,"no"
"40860",25,886,12,121,1,-1,0,"no"
"3145",35,94,14,208,5,-1,0,"no"
"37453",57,25,13,378,2,359,1,"no"
"12221",53,-491,20,124,4,-1,0,"no"
"3052",41,410,14,85,4,-1,0,"no"
"15574",35,0,21,145,3,-1,0,"no"
"14599",38,465,15,156,4,-1,0,"no"
"14106",56,107,11,52,4,-1,0,"no"
"31918",53,2647,9,494,1,-1,0,"no"
"15662",49,-412,21,31,1,-1,0,"no"
"19208",42,0,6,81,3,-1,0,"no"
"3284",41,957,15,326,4,-1,0,"no"
"32737",35,397,17,594,1,-1,0,"yes"
"31493",19,779,1,184,4,-1,0,"yes"
"6995",50,2706,28,179,3,-1,0,"no"
"21733",41,30,19,171,7,-1,0,"no"
"29247",29,1074,2,153,1,-1,0,"no"
"34529",38,54,5,236,1,287,2,"no"
"31568",56,3948,3,484,1,135,3,"no"
"35817",41,10,8,196,2,172,2,"no"
"33929",32,0,30,177,2,-1,0,"yes"
"29273",36,630,2,285,1,-1,0,"yes"
"39491",38,93,25,74,1,272,4,"no"
"23083",32,-5,26,300,4,-1,0,"no"
"12438",40,220,30,69,3,-1,0,"no"
"39129",36,319,18,120,2,-1,0,"no"
"38301",31,685,15,552,1,329,3,"yes"
"831",40,490,7,477,2,-1,0,"no"
"24113",35,3623,30,160,1,-1,0,"yes"
"27771",38,127,28,70,1,-1,0,"no"
"10939",36,787,17,92,1,-1,0,"no"
"20678",48,260,12,228,5,-1,0,"no"
"33714",26,1134,21,464,4,-1,0,"yes"
"43929",35,294,15,238,6,98,5,"no"
"19502",48,-347,7,84,2,-1,0,"no"
"8168",30,99,2,572,4,-1,0,"no"
"10864",39,2910,17,157,5,-1,0,"no"
"42550",32,593,23,140,2,201,2,"no"
"1467",31,68,8,226,1,-1,0,"no"
"37266",52,1117,13,365,1,-1,0,"no"
"6316",33,684,27,474,1,-1,0,"no"
"42569",36,23,28,256,1,-1,0,"no"
"21787",32,5878,19,159,2,-1,0,"no"
"32191",37,876,15,140,4,327,2,"no"
"7495",30,196,29,91,7,-1,0,"no"
"33145",57,3082,20,267,2,294,3,"no"
"8428",50,1854,3,119,2,-1,0,"no"
"13675",44,0,9,300,1,-1,0,"no"
"26590",49,4465,20,72,2,-1,0,"no"
"41211",20,215,21,228,4,183,1,"yes"
"23727",49,223,28,22,22,-1,0,"no"
"36015",57,657,11,20,5,-1,0,"no"
"1384",34,163,8,44,1,-1,0,"no"
"34154",32,1388,30,753,1,-1,0,"yes"
"16042",50,-1,22,139,1,-1,0,"no"
"3219",48,1108,15,420,1,-1,0,"no"
"9138",54,1327,5,115,2,-1,0,"no"
"36679",34,151,12,590,1,370,1,"yes"
"45053",49,1946,19,192,1,95,1,"yes"
"11716",48,5320,20,792,1,-1,0,"yes"
"26728",30,3817,20,104,5,-1,0,"no"
"40777",33,218,10,162,1,161,4,"no"
"39017",29,-287,18,196,1,-1,0,"no"
"36772",34,210,12,211,2,173,1,"no"
"12518",32,-255,2,957,3,-1,0,"no"
"36386",35,313,11,195,2,301,3,"no"
"11010",54,1614,17,534,4,-1,0,"no"
"13003",45,4688,7,112,10,-1,0,"no"
"17746",52,-299,29,110,2,-1,0,"no"
"41507",79,723,9,276,1,79,3,"yes"
"19429",32,71,6,80,3,-1,0,"no"
"44208",22,423,16,316,1,179,10,"yes"
"1587",26,498,8,99,3,-1,0,"no"
"16997",39,1444,25,362,8,-1,0,"yes"
"8100",31,334,2,425,2,-1,0,"no"
"28997",40,0,2,226,2,-1,0,"no"
"32099",35,877,15,61,3,-1,0,"no"
"8991",60,0,5,124,1,-1,0,"no"
"10749",51,2967,17,83,2,-1,0,"no"
"23769",31,367,28,79,17,-1,0,"no"
"38561",30,9,15,582,2,-1,0,"no"
"18669",41,284,31,8,23,-1,0,"no"
"18640",28,39,31,22,7,-1,0,"no"
"15045",36,0,17,72,1,-1,0,"no"
"42422",27,3511,4,300,3,-1,0,"no"
"17759",52,1452,29,194,3,-1,0,"no"
"30301",26,101,5,810,1,268,1,"yes"
"21404",52,9804,18,155,4,-1,0,"no"
"23837",35,0,29,131,2,-1,0,"no"
"1149",48,268,7,71,4,-1,0,"no"
"37829",48,65,14,146,1,370,1,"no"
"42467",41,1077,9,207,3,387,2,"yes"
"41220",31,1251,21,282,1,197,5,"no"
"42738",81,243,27,340,1,92,1,"yes"
"17524",26,344,29,62,4,-1,0,"no"
"26647",31,782,20,427,1,-1,0,"no"
"29791",41,-195,4,52,3,-1,0,"no"
"39260",56,876,18,93,2,-1,0,"no"
"44684",32,260,5,13,1,656,7,"no"
"4182",61,625,19,158,2,-1,0,"no"
"33430",32,1148,20,121,1,-1,0,"no"
"11189",49,332,18,163,2,-1,0,"no"
"881",37,78,7,295,2,-1,0,"no"
"1189",36,-206,8,177,2,-1,0,"no"
"41691",61,2917,6,215,1,-1,0,"yes"
"36332",34,213,11,47,1,343,2,"no"
"12958",51,720,7,160,5,-1,0,"no"
"33263",70,2575,20,216,2,-1,0,"yes"
"40897",82,0,12,150,2,-1,0,"no"
"20833",36,9149,13,141,3,-1,0,"no"
"1993",34,338,9,162,2,-1,0,"no"
"26768",54,10374,20,283,2,189,2,"no"
"43621",80,155,4,209,1,53,3,"yes"
"15992",29,-235,22,189,1,-1,0,"no"
"18207",44,972,30,294,3,-1,0,"no"
"15940",37,0,22,139,3,-1,0,"no"
"24756",43,13342,18,465,1,-1,0,"no"
"9285",44,363,5,650,2,-1,0,"no"
"34545",32,2829,5,26,1,-1,0,"no"
"37932",52,136,14,46,2,287,10,"no"
"31569",39,517,3,240,1,136,5,"no"
"13648",37,982,9,231,2,-1,0,"no"
"18817",57,411,31,45,29,-1,0,"no"
"36047",50,2419,11,309,1,342,3,"no"
"40595",28,5474,28,486,5,-1,0,"yes"
"35089",41,-940,6,206,2,-1,0,"no"
"7800",53,1144,30,142,2,-1,0,"no"
"37600",33,149,14,21,2,-1,0,"no"
"28665",34,-422,30,458,3,-1,0,"no"
"14016",41,372,11,117,1,-1,0,"no"
"33639",46,605,20,780,2,-1,0,"no"
"34259",47,2010,4,222,6,-1,0,"no"
"32",49,378,5,230,1,-1,0,"no"
"33577",45,303,20,110,3,-1,0,"no"
"4272",43,1040,19,552,3,-1,0,"yes"
"38704",28,1518,15,204,3,359,3,"no"
"27011",38,8669,21,228,6,-1,0,"no"
"28575",45,-55,29,78,3,197,1,"no"
"12302",58,314,25,67,2,-1,0,"no"
"27098",34,27446,21,203,2,-1,0,"no"
"2734",57,0,14,360,2,-1,0,"no"
"43830",26,4613,28,663,3,196,2,"yes"
"14157",39,0,11,117,2,-1,0,"no"
"558",56,778,6,149,2,-1,0,"no"
"11477",56,216,19,77,1,-1,0,"no"
"21889",34,0,20,263,2,-1,0,"no"
"41201",33,0,20,201,2,204,2,"no"
"15694",47,0,21,71,1,-1,0,"no"
"20200",32,3184,11,135,2,-1,0,"no"
"11430",41,586,19,223,1,-1,0,"no"
"16349",28,270,23,172,1,-1,0,"no"
"44140",72,402,12,194,3,-1,0,"no"
"28109",33,3770,28,757,2,-1,0,"no"
"18859",42,1619,4,148,1,-1,0,"no"
"2911",49,1878,14,267,1,-1,0,"no"
"5075",39,1985,21,155,4,-1,0,"no"
"17117",46,312,25,137,7,-1,0,"no"
"15028",32,958,17,151,1,-1,0,"no"
"6039",59,0,26,104,7,-1,0,"no"
"26913",31,5691,21,37,2,123,1,"no"
"741",57,162,6,155,2,-1,0,"no"
"10341",58,657,12,128,2,-1,0,"no"
"36703",39,266,12,251,1,-1,0,"no"
"29127",42,924,2,127,1,-1,0,"no"
"21314",48,288,18,585,3,-1,0,"no"
"617",31,60,6,389,1,-1,0,"no"
"17421",44,0,28,264,5,-1,0,"no"
"33239",38,530,20,59,3,-1,0,"no"
"24083",26,1445,23,171,1,-1,0,"yes"
"24613",59,2145,17,273,2,-1,0,"no"
"41205",34,1406,20,63,2,85,1,"yes"
"44815",61,2580,16,270,3,202,7,"yes"
"10549",37,3154,16,265,3,-1,0,"no"
"2897",47,3158,14,282,1,-1,0,"no"
"1663",49,470,9,659,2,-1,0,"no"
"2915",41,3634,14,216,1,-1,0,"no"
"3158",52,601,14,249,2,-1,0,"no"
"41709",77,121,7,191,1,-1,0,"no"
"33651",41,1384,20,106,4,340,4,"no"
"6138",32,-124,27,116,1,-1,0,"no"
"12296",34,1,25,247,1,-1,0,"no"
"43378",42,2152,30,361,2,181,2,"no"
"24228",47,1028,17,55,1,-1,0,"no"
"750",30,32,6,122,3,-1,0,"no"
"27699",42,5,21,1067,2,-1,0,"no"
"32081",36,926,14,216,1,-1,0,"yes"
"37889",29,1002,14,50,2,-1,0,"no"
"34217",36,911,4,275,3,-1,0,"no"
"14020",30,5,11,58,1,-1,0,"no"
"35408",32,489,7,103,2,349,4,"no"
"37785",31,538,14,703,4,-1,0,"no"
"29100",54,534,2,165,1,188,4,"no"
"21616",33,0,19,275,8,-1,0,"no"
"21095",50,697,14,118,4,-1,0,"no"
"2434",26,3825,13,107,1,-1,0,"no"
"37067",50,2809,13,200,2,259,9,"no"
"14866",31,127,16,122,1,-1,0,"no"
"11679",30,34,20,238,3,-1,0,"no"
"19011",50,2313,5,553,1,-1,0,"yes"
"22411",43,221,22,73,2,-1,0,"no"
"44545",55,2206,12,265,1,91,5,"yes"
"34690",32,34,5,321,2,-1,0,"no"
"35788",44,-204,8,105,1,347,2,"no"
"5010",38,585,21,34,3,-1,0,"no"
"33807",52,722,24,60,3,-1,0,"no"
"21593",40,51,19,164,2,-1,0,"no"
"8775",23,145,4,1519,1,-1,0,"no"
"23208",38,51,27,39,9,-1,0,"no"
"41126",24,556,18,460,2,-1,0,"yes"
"44699",34,384,6,127,2,831,1,"no"
"8400",27,450,3,49,1,-1,0,"no"
"12273",44,107,24,183,3,-1,0,"no"
"25921",33,-108,19,286,3,-1,0,"no"
"25257",44,2626,18,170,2,188,3,"no"
"7250",47,7985,29,347,1,-1,0,"no"
"29998",48,7,4,191,1,-1,0,"no"
"40002",50,268,3,74,2,90,2,"no"
"42396",29,1165,3,244,2,184,1,"yes"
"5139",28,115,21,66,13,-1,0,"no"
"2740",58,749,14,151,2,-1,0,"no"
"42259",27,4745,12,411,4,192,1,"yes"
"13302",40,1011,8,145,12,-1,0,"no"
"6656",41,-679,28,209,2,-1,0,"no"
"33221",29,68,20,658,1,-1,0,"no"
"29796",33,0,4,154,2,-1,0,"no"
"13129",29,50,8,185,2,-1,0,"no"
"36580",28,1119,12,74,1,-1,0,"no"
"13524",35,6997,9,1121,1,-1,0,"yes"
"17686",48,0,29,569,2,-1,0,"no"
"4419",35,274,20,205,1,-1,0,"no"
"23614",48,1548,28,143,5,-1,0,"no"
"25970",56,0,19,154,2,-1,0,"no"
"18614",38,0,31,18,22,-1,0,"no"
"41019",50,0,13,43,1,105,2,"no"
"28859",32,365,30,210,3,-1,0,"no"
"35320",51,670,7,391,1,-1,0,"no"
"43765",47,368,21,403,1,87,6,"yes"
"12611",46,655,4,68,1,-1,0,"no"
"14115",34,-745,11,131,2,-1,0,"no"
"26457",30,4888,20,274,2,-1,0,"no"
"11814",27,-48,20,168,2,-1,0,"no"
"5373",43,353,23,153,1,-1,0,"no"
"38459",41,49,15,342,2,-1,0,"no"
"5761",39,97,26,379,1,-1,0,"no"
"35118",34,440,6,445,2,345,2,"no"
"23162",30,20,26,272,10,-1,0,"no"
"26078",31,395,19,196,3,117,3,"no"
"19435",46,0,6,178,4,-1,0,"no"
"6653",31,162,28,247,1,-1,0,"no"
"13467",43,0,9,1242,1,-1,0,"yes"
"29234",26,5569,2,236,1,-1,0,"no"
"24393",42,0,17,116,1,-1,0,"no"
"32733",49,5795,17,75,1,-1,0,"no"
"26008",44,6649,19,354,2,-1,0,"no"
"3176",43,471,15,114,2,-1,0,"no"
"19341",30,7788,6,391,4,-1,0,"no"
"16297",46,2427,23,40,1,-1,0,"no"
"15931",43,-17,22,76,1,-1,0,"no"
"14388",57,808,14,417,3,-1,0,"no"
"32584",24,578,17,385,5,-1,0,"no"
"36139",41,-312,11,90,1,348,1,"no"
"12234",45,736,20,13,2,-1,0,"no"
"29244",32,2142,2,406,1,-1,0,"no"
"19317",41,501,6,150,4,-1,0,"no"
"39209",30,48,18,142,2,300,1,"no"
"32653",32,1074,17,38,1,329,2,"no"
"1347",28,6,8,667,1,-1,0,"no"
"44340",69,2144,29,417,1,184,4,"yes"
"3446",51,1779,15,99,2,-1,0,"no"
"9984",41,0,9,229,2,-1,0,"no"
"31086",37,1543,16,138,2,-1,0,"yes"
"32489",54,105,17,226,1,326,3,"no"
"28982",50,1088,2,749,1,-1,0,"yes"
"10575",37,40,16,42,3,-1,0,"no"
"36542",41,254,12,25,1,309,3,"no"
"842",31,1415,7,485,1,-1,0,"no"
"44178",49,725,14,70,1,-1,0,"no"
"3827",25,32,16,124,1,-1,0,"no"
"33047",31,1970,17,284,3,-1,0,"no"
"45070",52,371,21,453,1,183,3,"yes"
"20874",30,877,13,92,5,-1,0,"no"
"16631",30,13,24,205,1,-1,0,"no"
"15357",31,3142,18,164,1,-1,0,"no"
"27560",52,580,21,965,2,-1,0,"yes"
"28002",46,0,28,1199,2,-1,0,"yes"
"24793",44,316,18,244,1,-1,0,"no"
"27510",34,318,21,36,2,-1,0,"no"
"14466",36,4324,14,565,4,-1,0,"no"
"34518",37,658,5,838,1,-1,0,"yes"
"11488",49,563,19,84,1,-1,0,"no"
"16749",39,350,24,230,2,-1,0,"no"
"1725",42,-67,9,128,1,-1,0,"no"
"12472",32,0,1,122,1,-1,0,"no"
"26095",50,5296,19,64,7,-1,0,"no"
"12269",55,5804,24,56,3,-1,0,"no"
"30343",27,923,5,139,1,-1,0,"no"
"26781",37,3370,20,156,4,-1,0,"no"
"10415",35,0,12,88,2,-1,0,"no"
"18795",58,-27,31,77,13,-1,0,"no"
"3020",43,1311,14,746,1,-1,0,"no"
"14366",34,-123,14,64,3,-1,0,"no"
"27801",32,254,28,319,1,-1,0,"no"
"33753",75,1093,22,369,1,-1,0,"no"
"7916",55,264,30,34,2,-1,0,"no"
"34043",38,0,30,102,1,-1,0,"no"
"41811",35,1830,14,166,2,-1,0,"no"
"23906",34,7,29,273,2,-1,0,"no"
"32592",39,561,17,88,1,-1,0,"no"
"4640",32,1351,20,325,3,-1,0,"no"
"25639",35,2189,19,256,3,-1,0,"no"
"36857",40,327,12,474,2,357,1,"no"
"23932",33,-359,29,59,2,-1,0,"no"
"35785",46,1098,8,99,3,343,3,"no"
"23142",54,1111,26,385,9,-1,0,"no"
"24591",43,0,17,836,1,129,2,"no"
"16604",44,0,24,157,1,-1,0,"no"
"28988",52,279,2,72,1,203,3,"no"
"38744",52,2323,18,45,4,-1,0,"no"
"38358",24,91,15,134,2,-1,0,"no"
"4002",32,358,16,1144,3,-1,0,"no"
"19927",49,10,8,169,2,-1,0,"no"
"25465",58,4717,19,135,1,-1,0,"no"
"20350",47,24,11,271,3,-1,0,"no"
"15210",36,210,17,182,2,-1,0,"no"
"42545",35,538,22,410,3,165,2,"yes"
"18909",46,809,4,160,1,-1,0,"no"
"36344",48,7985,11,232,2,347,1,"no"
"45049",32,922,18,338,2,-1,0,"no"
"31192",46,3434,27,115,1,-1,0,"yes"
"1369",31,335,8,226,1,-1,0,"no"
"12360",32,-241,27,856,2,-1,0,"yes"
"17143",31,1767,25,395,6,-1,0,"no"
"31475",37,1180,1,786,1,135,1,"no"
"31322",32,-34,11,101,1,-1,0,"yes"
"6502",25,6,27,3,4,-1,0,"no"
"24221",57,7162,17,83,1,-1,0,"no"
"14229",37,0,14,122,2,-1,0,"no"
"3479",46,31,15,144,1,-1,0,"no"
"14257",31,78,14,97,2,-1,0,"no"
"19801",57,1463,8,163,2,-1,0,"no"
"5606",36,141,23,106,3,-1,0,"no"
"24115",38,2470,31,227,1,-1,0,"yes"
"22967",33,659,26,274,2,-1,0,"no"
"38430",37,1175,15,102,1,333,2,"no"
"31687",33,663,7,381,1,243,4,"no"
"15595",25,895,21,317,3,-1,0,"no"
"17327",50,1954,28,438,4,-1,0,"no"
"29265",60,292,2,260,5,195,4,"no"
"42406",25,1189,3,110,1,183,1,"no"
"37826",33,96,14,30,6,-1,0,"no"
"22364",34,149,22,739,2,-1,0,"yes"
"25668",34,2311,19,59,1,-1,0,"no"
"44052",72,1285,1,494,4,150,9,"no"
"27537",43,738,21,585,4,191,4,"no"
"7319",53,195,29,217,1,-1,0,"no"
"43828",48,0,28,270,5,-1,0,"yes"
"32395",44,35,16,184,2,-1,0,"no"
"28164",31,50,29,395,1,-1,0,"no"
"4207",33,86,19,364,1,-1,0,"no"
"8005",49,294,2,230,3,-1,0,"no"
"14316",48,101,14,549,3,-1,0,"no"
"39418",27,3733,22,198,1,98,6,"yes"
"16663",40,3131,24,401,1,-1,0,"no"
"29137",26,0,2,145,1,199,1,"no"
"23910",39,36,29,70,2,-1,0,"no"
"12251",26,-122,23,670,3,-1,0,"yes"
"14560",41,4,15,63,2,-1,0,"no"
"21490",47,0,19,203,2,-1,0,"no"
"21359",54,392,18,254,8,-1,0,"no"
"24495",47,80,17,74,1,145,1,"no"
"18834",30,663,4,222,1,-1,0,"no"
"42441",72,413,7,358,6,-1,0,"no"
"37586",55,203,14,9,5,174,12,"no"
"20621",41,8553,12,304,12,-1,0,"no"
"23247",36,25,27,127,4,-1,0,"no"
"24105",39,3912,29,223,1,-1,0,"no"
"34419",29,6,5,39,5,349,2,"no"
"6997",33,957,28,361,4,-1,0,"no"
"17422",30,2,28,377,4,-1,0,"no"
"34078",38,257,30,435,1,-1,0,"yes"
"14262",49,176,14,102,2,-1,0,"no"
"18167",45,1300,30,135,3,-1,0,"no"
"37660",38,-119,14,185,1,-1,0,"no"
"657",41,4,6,284,2,-1,0,"no"
"10722",37,0,16,637,6,-1,0,"yes"
"34681",37,8564,5,211,2,347,1,"no"
"24076",28,123,22,313,1,-1,0,"yes"
"35875",46,-637,8,218,1,172,1,"no"
"786",42,221,7,720,2,-1,0,"no"
"8922",39,217,4,341,4,-1,0,"no"
"2165",37,115,12,74,1,-1,0,"no"
"19023",59,1634,5,836,1,-1,0,"yes"
"1820",33,88,9,57,2,-1,0,"no"
"33940",37,153,30,221,1,70,2,"no"
"17709",27,36,29,114,4,-1,0,"no"
"30418",32,1661,5,76,1,209,2,"no"
"37928",42,11177,14,229,6,373,1,"no"
"33408",46,156,20,268,1,-1,0,"no"
"19473",34,873,7,267,2,-1,0,"no"
"125",52,7,5,175,1,-1,0,"no"
"7287",37,3049,29,153,1,-1,0,"no"
"31975",43,2355,13,333,3,-1,0,"no"
"38637",29,422,15,69,3,361,2,"no"
"3670",29,1956,16,266,6,-1,0,"no"
"15552",44,6,21,114,2,-1,0,"no"
"29010",53,1563,2,124,2,5,1,"no"
"32199",59,893,16,206,4,-1,0,"no"
"32579",38,0,17,239,1,147,4,"no"
"19817",31,1216,8,150,4,-1,0,"no"
"17980",54,602,30,101,2,-1,0,"no"
"704",43,0,6,125,2,-1,0,"no"
"23988",32,16,29,129,2,-1,0,"no"
"34025",28,1808,30,309,1,-1,0,"yes"
"22989",43,17555,26,14,14,-1,0,"no"
"10329",36,183,12,167,5,-1,0,"no"
"44520",51,346,11,237,1,180,6,"yes"
"21668",55,-408,19,528,9,-1,0,"no"
"19305",58,13189,6,181,2,-1,0,"no"
"2393",34,505,13,351,1,-1,0,"no"
"42047",30,944,29,251,2,-1,0,"yes"
"33491",30,8826,20,90,3,151,3,"no"
"25886",57,6164,19,161,2,-1,0,"no"
"9912",57,0,9,73,2,-1,0,"no"
"7974",39,177,2,243,4,-1,0,"no"
"35674",34,1234,8,106,1,288,6,"no"
"24262",48,4656,17,44,1,-1,0,"no"
"19945",47,2215,8,194,4,-1,0,"no"
"26650",45,999,20,215,6,188,2,"no"
"9243",45,844,5,1018,3,-1,0,"yes"
"36483",29,0,12,116,2,-1,0,"no"
"43239",83,4761,8,659,1,-1,0,"yes"
"13771",57,-5,10,42,1,-1,0,"no"
"38660",40,187,15,53,3,-1,0,"no"
"1927",41,510,9,231,2,-1,0,"no"
"19107",32,710,5,683,2,-1,0,"no"
"19177",33,488,5,332,2,-1,0,"no"
"11145",50,311,18,417,3,-1,0,"no"
"10951",52,334,17,422,9,-1,0,"no"
"44331",31,1761,29,332,3,440,3,"yes"
"1785",58,-91,9,164,5,-1,0,"no"
"26283",33,5151,20,73,1,178,4,"no"
"35274",44,-57,7,234,1,356,2,"no"
"16695",35,3,24,90,1,-1,0,"no"
"32606",33,289,17,388,1,-1,0,"no"
"38612",48,108,15,74,5,367,7,"no"
"44906",35,683,29,13,1,-1,0,"no"
"40999",33,227,13,477,2,-1,0,"yes"
"8214",42,443,2,671,5,-1,0,"yes"
"15145",34,11,17,654,1,-1,0,"no"
"4389",32,5306,20,201,1,-1,0,"no"
"14153",37,986,11,970,2,-1,0,"no"
"17252",58,794,28,130,9,-1,0,"no"
"30500",37,95,5,415,2,272,2,"no"
"39982",31,216,3,138,1,-1,0,"no"
"34970",30,501,6,323,2,-1,0,"no"
"37699",38,1211,14,498,1,358,1,"no"
"43525",62,997,22,554,1,304,2,"yes"
"24247",40,8969,17,153,1,-1,0,"no"
"38677",37,625,15,68,4,359,2,"no"
"16357",28,-123,23,690,1,-1,0,"yes"
"24312",56,2749,17,38,1,172,2,"no"
"19416",35,0,6,543,4,-1,0,"no"
"15609",34,159,21,124,1,-1,0,"no"
"20673",48,9622,12,787,6,-1,0,"no"
"3338",40,3676,15,101,1,-1,0,"no"
"3006",47,4906,14,389,1,-1,0,"no"
"30312",35,522,5,245,2,-1,0,"no"
"43156",27,241,26,889,1,-1,0,"no"
"23122",44,0,26,130,4,-1,0,"no"
"10606",57,0,16,235,2,-1,0,"no"
"36001",39,-405,8,177,1,-1,0,"no"
"7486",37,1689,29,645,2,-1,0,"no"
"24175",49,3608,13,231,1,-1,0,"yes"
"2421",24,596,13,451,1,-1,0,"no"
"17773",34,326,29,263,2,-1,0,"no"
"38224",46,-816,15,68,1,-1,0,"no"
"10695",37,3764,16,431,1,-1,0,"no"
"20221",41,214,11,228,2,-1,0,"no"
"1945",31,68,9,169,2,-1,0,"no"
"44709",32,1089,6,125,2,-1,0,"no"
"16371",25,-2,23,273,2,-1,0,"no"
"24030",33,32,29,27,7,-1,0,"no"
"28922",57,8141,2,37,1,-1,0,"no"
"33048",46,6993,17,326,3,148,1,"no"
"3113",37,66,14,91,7,-1,0,"no"
"18330",47,1968,31,394,2,-1,0,"no"
"7160",53,451,29,56,2,-1,0,"no"
"39650",29,15459,26,245,3,97,7,"no"
"37505",47,878,13,245,4,-1,0,"no"
"12988",43,128,7,122,2,-1,0,"no"
"29272",29,321,2,102,2,-1,0,"no"
"34915",51,10924,6,106,2,-1,0,"no"
"30384",34,3648,5,288,1,-1,0,"no"
"11998",43,-41,20,8,3,-1,0,"no"
"1528",36,504,8,481,2,-1,0,"no"
"18351",37,704,31,183,2,-1,0,"no"
"29378",40,93,2,123,2,-1,0,"no"
"38721",33,-258,15,158,2,352,2,"no"
"38647",37,-137,15,800,5,-1,0,"no"
"3995",51,0,16,330,19,-1,0,"no"
"44822",67,2048,16,452,5,195,4,"yes"
"7244",41,816,29,159,1,-1,0,"no"
"24621",47,794,17,564,2,-1,0,"no"
"35366",46,21,7,124,1,338,2,"no"
"301",42,408,5,107,2,-1,0,"no"
"30848",53,559,9,16,5,-1,0,"no"
"22419",30,0,22,69,2,-1,0,"no"
"22264",57,0,21,394,3,-1,0,"no"
"4106",55,2,19,95,1,-1,0,"no"
"23650",48,0,28,20,23,-1,0,"no"
"44163",31,2166,13,577,6,182,2,"yes"
"6958",34,6,28,99,2,-1,0,"no"
"17889",59,2303,30,128,2,-1,0,"no"
"30012",45,7895,4,872,1,-1,0,"yes"
"42825",72,1285,1,280,2,91,7,"no"
"1444",48,267,8,266,1,-1,0,"no"
"14343",54,1987,14,219,3,-1,0,"no"
"4010",43,3608,16,165,6,-1,0,"no"
"34924",47,31,6,50,1,356,1,"no"
"32314",38,1004,16,444,2,-1,0,"no"
"37989",47,-497,14,176,2,-1,0,"no"
"10501",35,4723,16,57,8,-1,0,"no"
"3310",44,2400,15,74,1,-1,0,"no"
"36031",30,52,11,295,1,-1,0,"no"
"27857",57,0,28,132,1,-1,0,"no"
"12677",34,295,4,64,1,-1,0,"no"
"354",36,0,5,195,2,-1,0,"no"
"32641",38,2264,17,204,1,-1,0,"no"
"16010",34,0,22,136,2,-1,0,"no"
"28512",27,-152,29,236,2,-1,0,"no"
"14058",33,32,11,43,1,-1,0,"no"
"12929",31,-513,7,124,1,-1,0,"no"
"8137",27,1,2,162,3,-1,0,"no"
"23419",55,356,27,554,6,-1,0,"no"
"13000",47,50,7,167,3,-1,0,"no"
"20531",33,1504,12,61,2,-1,0,"no"
"36704",48,410,12,116,1,-1,0,"no"
"3215",52,-191,15,755,1,-1,0,"yes"
"28850",36,605,30,410,2,-1,0,"no"
"1421",40,698,8,223,2,-1,0,"no"
"36486",47,600,12,8,8,-1,0,"no"
"7638",48,0,30,682,1,-1,0,"yes"
